from	to	TCGA-2Z-A9J5-01A	TCGA-2Z-A9JT-01A	TCGA-4A-A93X-01A
m02202g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02203g	m02204g	4.68566706070942	4.21999807345957	4.15010489446082
m02203g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02204g	m02205g	2.38100571962556	2.11962470923761	1.80431969701902
m02204g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02205g	m02206g	0.378760592621092	0.139854084730839	0.242337641088527
m02205g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02206g	m02207g	4.68566706070942	4.21999807345957	4.15010489446082
m02206g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02207g	m02208g	2.38100571962556	2.11962470923761	1.80431969701902
m02207g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02208g	m02209g	0.378760592621092	0.139854084730839	0.242337641088527
m02208g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02209g	m02210g	4.68566706070942	4.21999807345957	4.15010489446082
m02209g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02210g	m02211g	2.38100571962556	2.11962470923761	1.80431969701902
m02210g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02211g	m02213g	0.378760592621092	0.139854084730839	0.242337641088527
m02211g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02212g	m02223g	4.68566706070942	4.21999807345957	4.15010489446082
m02212g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02213g	m02214g	4.68566706070942	4.21999807345957	4.15010489446082
m02213g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02214g	m02215g	2.38100571962556	2.11962470923761	1.80431969701902
m02214g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02215g	m02216g	0.378760592621092	0.139854084730839	0.242337641088527
m02215g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02216g	m02217g	4.68566706070942	4.21999807345957	4.15010489446082
m02216g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02217g	m02218g	2.38100571962556	2.11962470923761	1.80431969701902
m02217g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02218g	m02219g	0.378760592621092	0.139854084730839	0.242337641088527
m02218g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02219g	m02220g	4.68566706070942	4.21999807345957	4.15010489446082
m02219g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02220g	m02221g	2.38100571962556	2.11962470923761	1.80431969701902
m02220g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02221g	m02222g	0.378760592621092	0.139854084730839	0.242337641088527
m02221g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02222g	m02224g	4.68566706070942	4.21999807345957	4.15010489446082
m02222g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02223g	m02231g	2.38100571962556	2.11962470923761	1.80431969701902
m02223g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02224g	m02225g	2.38100571962556	2.11962470923761	1.80431969701902
m02224g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02225g	m02226g	0.378760592621092	0.139854084730839	0.242337641088527
m02225g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02226g	m02227g	4.68566706070942	4.21999807345957	4.15010489446082
m02226g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02227g	m02228g	2.38100571962556	2.11962470923761	1.80431969701902
m02227g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02228g	m02229g	0.378760592621092	0.139854084730839	0.242337641088527
m02228g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02229g	m02230g	4.68566706070942	4.21999807345957	4.15010489446082
m02229g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02230g	m02278g	1.06934748664259	0.867531409128104	0.199963367951738
m02230g	m02681g	1.06934748664259	0.867531409128104	0.199963367951738
m02231g	m02232g	0.378760592621092	0.139854084730839	0.242337641088527
m02231g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02232g	m02233g	4.68566706070942	4.21999807345957	4.15010489446082
m02232g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02233g	m02234g	2.38100571962556	2.11962470923761	1.80431969701902
m02233g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02234g	m02235g	0.378760592621092	0.139854084730839	0.242337641088527
m02234g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02235g	m02236g	4.68566706070942	4.21999807345957	4.15010489446082
m02235g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02236g	m02202g	2.38100571962556	2.11962470923761	1.80431969701902
m02236g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02237l	m00198l	3.64274716799192	3.53285331620559	3.18468849524533
m02237l	m02248l	3.64274716799192	3.53285331620559	3.18468849524533
m02238l	m02239l	4.29559887381494	4.38767329099616	3.91531826218245
m02238l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02239l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02239l	m02240l	5.27397753367763	4.93979480947429	5.28099920953739
m02240l	m02241l	6.23565972296432	6.47332271186915	5.84286265136271
m02240l	m02242l	4.29559887381494	4.38767329099616	3.91531826218245
m02240l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02240l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02241l	m02242l	4.29559887381494	4.38767329099616	3.91531826218245
m02241l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02242l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02242l	m02243l	5.27397753367763	4.93979480947429	5.28099920953739
m02243l	m02244l	6.23565972296432	6.47332271186915	5.84286265136271
m02243l	m02245l	4.29559887381494	4.38767329099616	3.91531826218245
m02243l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02243l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02244l	m02245l	4.29559887381494	4.38767329099616	3.91531826218245
m02244l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02245l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02245l	m02246l	5.27397753367763	4.93979480947429	5.28099920953739
m02246l	m02247l	6.23565972296432	6.47332271186915	5.84286265136271
m02246l	m02249l	4.29559887381494	4.38767329099616	3.91531826218245
m02246l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02246l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02247l	m02249l	4.29559887381494	4.38767329099616	3.91531826218245
m02247l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02248l	m02259l	2.32184494668678	1.85096377847337	2.19919269377937
m02248l	m02527l	2.32184494668678	1.85096377847337	2.19919269377937
m02249l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02249l	m02250l	5.27397753367763	4.93979480947429	5.28099920953739
m02250l	m02251l	6.23565972296432	6.47332271186915	5.84286265136271
m02250l	m02252l	4.29559887381494	4.38767329099616	3.91531826218245
m02250l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02250l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02251l	m02252l	4.29559887381494	4.38767329099616	3.91531826218245
m02251l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02252l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02252l	m02253l	5.27397753367763	4.93979480947429	5.28099920953739
m02253l	m02254l	6.23565972296432	6.47332271186915	5.84286265136271
m02253l	m02255l	4.29559887381494	4.38767329099616	3.91531826218245
m02253l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02253l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02254l	m02255l	4.29559887381494	4.38767329099616	3.91531826218245
m02254l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02255l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02255l	m02256l	5.27397753367763	4.93979480947429	5.28099920953739
m02256l	m02257l	6.23565972296432	6.47332271186915	5.84286265136271
m02256l	m02258l	4.29559887381494	4.38767329099616	3.91531826218245
m02256l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02256l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02257l	m02258l	4.29559887381494	4.38767329099616	3.91531826218245
m02257l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02258l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02258l	m02260l	5.27397753367763	4.93979480947429	5.28099920953739
m02259l	m02270l	5.27397753367763	4.93979480947429	5.28099920953739
m02259l	m02543l	5.27397753367763	4.93979480947429	5.28099920953739
m02260l	m02261l	6.23565972296432	6.47332271186915	5.84286265136271
m02260l	m02262l	4.29559887381494	4.38767329099616	3.91531826218245
m02260l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02260l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02261l	m02262l	4.29559887381494	4.38767329099616	3.91531826218245
m02261l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02262l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02262l	m02263l	5.27397753367763	4.93979480947429	5.28099920953739
m02263l	m02264l	6.23565972296432	6.47332271186915	5.84286265136271
m02263l	m02265l	4.29559887381494	4.38767329099616	3.91531826218245
m02263l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02263l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02264l	m02265l	4.29559887381494	4.38767329099616	3.91531826218245
m02264l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02265l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02265l	m02266l	5.27397753367763	4.93979480947429	5.28099920953739
m02266l	m02267l	6.23565972296432	6.47332271186915	5.84286265136271
m02266l	m02268l	4.29559887381494	4.38767329099616	3.91531826218245
m02266l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02266l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02267l	m02268l	4.29559887381494	4.38767329099616	3.91531826218245
m02267l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02268l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02268l	m02269l	5.27397753367763	4.93979480947429	5.28099920953739
m02269l	m02271l	4.29559887381494	4.38767329099616	3.91531826218245
m02269l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02270l	m02273l	5.27397753367763	4.93979480947429	5.28099920953739
m02270l	m02946l	5.27397753367763	4.93979480947429	5.28099920953739
m02271l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02271l	m02272l	5.27397753367763	4.93979480947429	5.28099920953739
m02272l	m00141l	4.29559887381494	4.38767329099616	3.91531826218245
m02272l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02273l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02273l	m02274l	5.27397753367763	4.93979480947429	5.28099920953739
m02274l	m02275l	6.23565972296432	6.47332271186915	5.84286265136271
m02274l	m02276l	4.29559887381494	4.38767329099616	3.91531826218245
m02274l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02274l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02275l	m02276l	4.29559887381494	4.38767329099616	3.91531826218245
m02275l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02276l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02276l	m02277l	5.27397753367763	4.93979480947429	5.28099920953739
m02277l	m02238l	6.23565972296432	6.47332271186915	5.84286265136271
m02277l	m02239l	4.29559887381494	4.38767329099616	3.91531826218245
m02277l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02277l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02278l	m01159l	6.43729810880677	5.65306506050581	5.14750298164422
m02278l	m02237l	6.43729810880677	5.65306506050581	5.14750298164422
m02278s	m01159s	6.43729810880677	5.65306506050581	5.14750298164422
m02278s	m02237s	6.43729810880677	5.65306506050581	5.14750298164422
m02279l	m02280l	5.27397753367763	4.93979480947429	5.28099920953739
m02279l	m02946l	5.27397753367763	4.93979480947429	5.28099920953739
m02280l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02280l	m02281l	5.27397753367763	4.93979480947429	5.28099920953739
m02281l	m02282l	6.23565972296432	6.47332271186915	5.84286265136271
m02281l	m02283l	4.29559887381494	4.38767329099616	3.91531826218245
m02281l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02281l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02282l	m02283l	4.29559887381494	4.38767329099616	3.91531826218245
m02282l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02283l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02283l	m02284l	5.27397753367763	4.93979480947429	5.28099920953739
m02284l	m02285l	6.23565972296432	6.47332271186915	5.84286265136271
m02284l	m02286l	4.29559887381494	4.38767329099616	3.91531826218245
m02284l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02284l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02285l	m02286l	4.29559887381494	4.38767329099616	3.91531826218245
m02285l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02286l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02286l	m02287l	5.27397753367763	4.93979480947429	5.28099920953739
m02287l	m01801l	4.29559887381494	4.38767329099616	3.91531826218245
m02287l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02288l	m02279l	5.27397753367763	4.93979480947429	5.28099920953739
m02288l	m02543l	5.27397753367763	4.93979480947429	5.28099920953739
m02289g	m02291g	2.02551155742065	2.37860427229659	1.92465143040388
m02290g	m02303g	1.06934748664259	0.867531409128104	0.199963367951738
m02290g	m02681g	1.06934748664259	0.867531409128104	0.199963367951738
m02291g	m02292g	2.38100571962556	2.11962470923761	1.80431969701902
m02291g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02292g	m02293g	4.68566706070942	4.21999807345957	4.15010489446082
m02292g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02293g	m02294g	2.38100571962556	2.11962470923761	1.80431969701902
m02293g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02294g	m02295g	0.378760592621092	0.139854084730839	0.242337641088527
m02294g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02295g	m02296g	4.68566706070942	4.21999807345957	4.15010489446082
m02295g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02296g	m02297g	2.38100571962556	2.11962470923761	1.80431969701902
m02296g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02297g	m02298g	0.378760592621092	0.139854084730839	0.242337641088527
m02297g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02298g	m02290g	4.68566706070942	4.21999807345957	4.15010489446082
m02298g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02299l	m02300l	5.27397753367763	4.93979480947429	5.28099920953739
m02299l	m02946l	5.27397753367763	4.93979480947429	5.28099920953739
m02300l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02300l	m02301l	5.27397753367763	4.93979480947429	5.28099920953739
m02301l	m02283l	4.29559887381494	4.38767329099616	3.91531826218245
m02301l	m02302l	6.23565972296432	6.47332271186915	5.84286265136271
m02301l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02301l	m02946l	10.5312585967793	10.8609960028653	9.75818091354516
m02302l	m02283l	4.29559887381494	4.38767329099616	3.91531826218245
m02302l	m02527l	4.29559887381494	4.38767329099616	3.91531826218245
m02303l	m02299l	5.27397753367763	4.93979480947429	5.28099920953739
m02303l	m02543l	5.27397753367763	4.93979480947429	5.28099920953739
m02304g	m02306g	4.68566706070942	4.21999807345957	4.15010489446082
m02304g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02305g	m02288g	1.06934748664259	0.867531409128104	0.199963367951738
m02305g	m02681g	1.06934748664259	0.867531409128104	0.199963367951738
m02306g	m02307g	2.38100571962556	2.11962470923761	1.80431969701902
m02306g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02307g	m02308g	4.68566706070942	4.21999807345957	4.15010489446082
m02307g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02308g	m02309g	2.38100571962556	2.11962470923761	1.80431969701902
m02308g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02309g	m02310g	0.378760592621092	0.139854084730839	0.242337641088527
m02309g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02310g	m02311g	4.68566706070942	4.21999807345957	4.15010489446082
m02310g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02311g	m02312g	2.38100571962556	2.11962470923761	1.80431969701902
m02311g	m03106g	2.38100571962556	2.11962470923761	1.80431969701902
m02312g	m02313g	0.378760592621092	0.139854084730839	0.242337641088527
m02312g	m02681g	0.378760592621092	0.139854084730839	0.242337641088527
m02313g	m02305g	4.68566706070942	4.21999807345957	4.15010489446082
m02313g	m03106g	4.68566706070942	4.21999807345957	4.15010489446082
m02319c	m00788c	0.981520146057099	0.700157067424783	2.1149770300996
m02319c	m00926c	1.97419785380919	1.40798887663667	1.86783527313769
m02319c	m00990c	1.97419785380919	1.40798887663667	1.86783527313769
m02319c	m01974c	3.94839570761838	2.81597775327333	3.73567054627539
m02320m	m02327m	5.59505955134546	5.04272253011793	6.68001506220393
m02320m	m02358m	5.59505955134546	5.04272253011793	6.68001506220393
m02321m	m01261m	3.53385753451777	4.82825780253283	4.40363567553441
m02321m	m01986m	3.53385753451777	4.82825780253283	4.40363567553441
m02322m	m01306m	0.146141485544804	0.0271038486823307	0.713679083645691
m02322m	m02322c	0.146141485544804	0.0271038486823307	0.713679083645691
m02323g	m02201g	1.9303826410511	3.31019147336886	1.77365989175014
m02323g	m02672g	1.58712384342829	1.06828179444971	0.771458532756553
m02324l	m01910l	5.27397753367763	4.93979480947429	5.28099920953739
m02324l	m02508l	5.27397753367763	4.93979480947429	5.28099920953739
m02327m	m02358m	5.59505955134546	5.04272253011793	6.68001506220393
m02328c	m01905c	0.140533510504709	0.0670908746244578	0.167668207492936
m02328c	m01960c	4.32072470864714	5.18086581530518	1.85730330812778
m02328c	m02015c	1.64011792011378	1.33283074588539	1.23731732794708
m02328c	m02346c	0.912345677790589	0.548100551759785	0.927887161256533
m02328c	m03106c	5.37360389694244	5.79605724168942	2.95285867687725
m02328g	m01905g	0.140533510504709	0.0670908746244578	0.167668207492936
m02328g	m01960g	4.32072470864714	5.18086581530518	1.85730330812778
m02328g	m02015g	1.64011792011378	1.33283074588539	1.23731732794708
m02328g	m02346g	0.912345677790589	0.548100551759785	0.927887161256533
m02328g	m03106g	5.37360389694244	5.79605724168942	2.95285867687725
m02328l	m01910l	2.44555023220298	2.0468492012083	2.11061413333683
m02328l	m01972l	2.44555023220298	2.0468492012083	2.11061413333683
m02328s	m01910s	3.14881384276227	2.64949354759229	2.73103977030596
m02328s	m01972s	3.14881384276227	2.64949354759229	2.73103977030596
m02329c	m02403c	2.53787328366165	2.27803081766097	2.82231713491556
m02329c	m02771c	3.99482590637253	3.40879438206851	8.38682071668586
m02330g	m02593g	3.24089526762781	1.98649251149753	2.03027663066922
m02330g	m02904g	2.07908455009561	0.831905116761861	2.75420987555609
m02330g	m03095g	0.186134879335043	0.329623252953794	0.347402681687874
m02330g	m03106g	3.24089526762781	1.98649251149753	2.03027663066922
m02332s	m01910s	2.44555023220298	2.0468492012083	2.11061413333683
m02332s	m01965s	2.44555023220298	2.0468492012083	2.11061413333683
m02335c	m01285c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m01308c	0.103806434956091	0.0597758238693875	0.654488687998327
m02335c	m01350c	2.78513460443743	2.28173639520207	2.81296595291203
m02335c	m03063c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03064c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03065c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03066c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03067c	0.103806434956091	0.0597758238693875	0.654488687998327
m02335c	m03068c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03069c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03070c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03071c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03072c	0.103806434956091	0.0597758238693875	0.654488687998327
m02335c	m03073c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03074c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03075c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03076c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03077c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03078c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03079c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03080c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03081c	2.88894103939352	2.34151221907146	3.46745464091036
m02335c	m03082c	2.88894103939352	2.34151221907146	3.46745464091036
m02336c	m00609c	5.49258997795115	4.44078516251396	2.66212174700461
m02336c	m00939c	0.187948472821455	0.204082779878217	0.983119566072203
m02337c	m02338c	6.06689649162023	6.02318297753519	6.40049948612916
m02340c	m01285c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m01308c	0.103806434956091	0.0597758238693875	0.654488687998327
m02340c	m01350c	2.78513460443743	2.28173639520207	2.81296595291203
m02340c	m03063c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03064c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03065c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03066c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03067c	0.103806434956091	0.0597758238693875	0.654488687998327
m02340c	m03068c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03069c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03070c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03071c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03072c	0.103806434956091	0.0597758238693875	0.654488687998327
m02340c	m03073c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03074c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03075c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03076c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03077c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03078c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03079c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03080c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03081c	2.88894103939352	2.34151221907146	3.46745464091036
m02340c	m03082c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m01285c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m01308c	0.103806434956091	0.0597758238693875	0.654488687998327
m02341c	m01350c	2.78513460443743	2.28173639520207	2.81296595291203
m02341c	m03063c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03064c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03065c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03066c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03067c	0.103806434956091	0.0597758238693875	0.654488687998327
m02341c	m03068c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03069c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03070c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03071c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03072c	0.103806434956091	0.0597758238693875	0.654488687998327
m02341c	m03073c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03074c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03075c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03076c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03077c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03078c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03079c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03080c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03081c	2.88894103939352	2.34151221907146	3.46745464091036
m02341c	m03082c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m01285c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m01308c	0.103806434956091	0.0597758238693875	0.654488687998327
m02342c	m01350c	2.78513460443743	2.28173639520207	2.81296595291203
m02342c	m03063c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03064c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03065c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03066c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03067c	0.103806434956091	0.0597758238693875	0.654488687998327
m02342c	m03068c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03069c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03070c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03071c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03072c	0.103806434956091	0.0597758238693875	0.654488687998327
m02342c	m03073c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03074c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03075c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03076c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03077c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03078c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03079c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03080c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03081c	2.88894103939352	2.34151221907146	3.46745464091036
m02342c	m03082c	2.88894103939352	2.34151221907146	3.46745464091036
m02343c	m02805c	1.9433558253012	1.35451008106123	2.53369887594627
m02344c	m00325c	2.24582802885222	1e-08	0.0156762587355382
m02344c	m01285c	1.48614531703162	0.94411211298202	1.73239509155763
m02344c	m02344s	1.48614531703162	0.94411211298202	1.73239509155763
m02344s	m02344c	1.94176283507826	1.75803598757802	1.37786848138935
m02345c	m00484c	1.59810940842488	1.41958486938122	2.52918096331373
m02345c	m02344c	3.52306448069198	2.8430532325579	4.0496759220578
m02345m	m00042m	4.63742991598913	3.75484703596936	4.17573221026376
m02345p	m00042p	3.10677422418224	2.74446000793594	2.9623408637705
m02345r	m01498r	2.01196620479113	1.97874880598003	1.95790483014981
m02345r	m02344r	1.73425127731126	1.44838920252172	1.84410054144021
m02346c	m02347c	0.347613719294205	0.234594379357406	0.0208433136397672
m02346c	m02683c	3.99009660070357	3.42985264884732	3.4946592467308
m02346c	m03106c	4.33771031999777	3.66444702820472	3.51550256037057
m02346g	m02330g	2.82866763989714	3.75488555603067	3.74028704433692
m02346g	m02347g	0.828935289621896	0.305820038387768	0.0170324709598313
m02346g	m03106g	3.65760292951904	4.06070559441844	3.75731951529675
m02347c	m01873c	1.99478450922389	2.26190953450775	0.425989139907629
m02347c	m02195c	0.186134879335043	0.329623252953794	0.347402681687874
m02347c	m03106c	1.99478450922389	2.26190953450775	0.425989139907629
m02347g	m01264g	1.9303826410511	3.31019147336886	1.77365989175014
m02347g	m03092g	0.186134879335043	0.329623252953794	0.347402681687874
m02348c	m00011c	1.38060243455233	1.07190519368499	1.02105335153605
m02348c	m00022c	1.38060243455233	1.07190519368499	1.02105335153605
m02348c	m00024c	1.38060243455233	1.07190519368499	1.02105335153605
