Rxn.name	Gene.reaction.association
HMR_4312	ENSG00000095139 or ENSG00000105669 or ENSG00000122218 or ENSG00000129083 or ENSG00000158623 or ENSG00000181789 or ENSG00000184432
HMR_8428	
HMR_8430	
HMR_8022	ENSG00000183032
HMR_8070	
HMR_9015	ENSG00000144741
HMR_9019	
HMR_9020	ENSG00000164933
HMR_0157	
HMR_0158	ENSG00000012660 or ENSG00000026652 or ENSG00000100344 or ENSG00000102125 or ENSG00000111684 or ENSG00000123684 or ENSG00000125505 or ENSG00000141446 or ENSG00000143797 or ENSG00000146648 or ENSG00000151093 or ENSG00000160216 or ENSG00000169359 or ENSG00000170522 or ENSG00000171320 or ENSG00000176454 or ENSG00000186792 or ENSG00000197977
HMR_0166	
HMR_0169	ENSG00000155368
HMR_0172	
HMR_0175	
HMR_0178	
HMR_0182	
HMR_0185	
HMR_0446	
HMR_0578	
HMR_0587	
HMR_0962	
HMR_1145	
HMR_1173	
HMR_1187	
HMR_1215	
HMR_1243	
HMR_1267	
HMR_1284	
HMR_1572	
HMR_1602	
HMR_1915	
HMR_1925	
HMR_1930	
HMR_1936	
HMR_1994	
HMR_1997	
HMR_2008	
HMR_2012	
HMR_2065	
HMR_2080	
HMR_2094	
HMR_2105	
HMR_2116	ENSG00000175592
HMR_2127	
HMR_2141	ENSG00000019186
HMR_2590	ENSG00000178537 or ENSG00000197375
HMR_3746	
HMR_3762	
HMR_3789	
HMR_3818	
HMR_3825	ENSG00000004864 or ENSG00000115840
HMR_3863	ENSG00000004864 or ENSG00000115840
HMR_3864	ENSG00000004864 or ENSG00000115840
HMR_3921	
HMR_3946	
HMR_3949	
HMR_3950	
HMR_3952	
HMR_3954	
HMR_3971	ENSG00000183048
HMR_4184	ENSG00000139531
HMR_4205	
HMR_4237	ENSG00000183032
HMR_4266	
HMR_4367	
HMR_4684	
HMR_4692	
HMR_4720	
HMR_4729	
HMR_4738	
HMR_4743	
HMR_4754	ENSG00000115657
HMR_4756	ENSG00000115657
HMR_4760	ENSG00000115657
HMR_4843	ENSG00000108602 or ENSG00000132746 or ENSG00000184254
HMR_4850	
HMR_4851	ENSG00000183048
HMR_4852	ENSG00000108528
HMR_4854	ENSG00000183048
HMR_4855	ENSG00000108528
HMR_4862	ENSG00000183048
HMR_4863	ENSG00000183048
HMR_4864	ENSG00000183048
HMR_4865	ENSG00000183048
HMR_4867	ENSG00000183048
HMR_4868	ENSG00000183048
HMR_4870	ENSG00000183048
HMR_4871	ENSG00000183048
HMR_4872	ENSG00000183048
HMR_4874	
HMR_4888	ENSG00000103375
HMR_4898	
HMR_4905	
HMR_4914	ENSG00000122912 or ENSG00000181035
HMR_4922	
HMR_4926	ENSG00000060762 or ENSG00000143158 or ENSG00000238205
HMR_4940	ENSG00000183048
HMR_4944	ENSG00000173638
HMR_4951	ENSG00000103569
HMR_4953	
HMR_4959	
HMR_4963	
HMR_4964	ENSG00000100075
HMR_4971	ENSG00000100075
HMR_4972	ENSG00000100075
HMR_4957	
HMR_4977	ENSG00000155380
HMR_4979	
HMR_4997	ENSG00000112759 or ENSG00000174669
HMR_4998	
HMR_5006	
HMR_5014	
HMR_5015	
HMR_5016	ENSG00000155380
HMR_5022	ENSG00000112077 or ENSG00000132677 or ENSG00000140519
HMR_5031	ENSG00000112759
HMR_5033	ENSG00000112759
HMR_5036	ENSG00000112759
HMR_5043	ENSG00000075415
HMR_5046	ENSG00000131748
HMR_5096	
HMR_5099	
HMR_5101	
HMR_5102	
HMR_5105	ENSG00000102743 or ENSG00000120329
HMR_5107	
HMR_5109	
HMR_5112	
HMR_5113	ENSG00000164466
HMR_5114	ENSG00000164466 or ENSG00000107819
HMR_5115	
HMR_5116	
HMR_5117	
HMR_5118	
HMR_5121	
HMR_5122	ENSG00000177542 or ENSG00000182902
HMR_5124	ENSG00000144659
HMR_5125	
HMR_5126	
HMR_5222	
HMR_5223	
HMR_5225	
HMR_5227	
HMR_5292	ENSG00000152779 or ENSG00000165449 or ENSG00000174327
HMR_5304	
HMR_5348	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_5349	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_5361	
HMR_5411	ENSG00000155380
HMR_5420	ENSG00000147454 or ENSG00000155287
HMR_5426	
HMR_6276	ENSG00000100075
HMR_6277	ENSG00000100075
HMR_6286	ENSG00000100075
HMR_6287	ENSG00000100075
HMR_6288	ENSG00000100075
HMR_6289	ENSG00000100075
HMR_6290	ENSG00000100075
HMR_6291	ENSG00000100075
HMR_6292	ENSG00000100075
HMR_6293	ENSG00000100075
HMR_6294	ENSG00000100075
HMR_6295	ENSG00000100075
HMR_6296	ENSG00000100075
HMR_6297	ENSG00000100075
HMR_6298	ENSG00000100075
HMR_6299	ENSG00000120329
HMR_6300	ENSG00000120329
HMR_6301	ENSG00000102743 or ENSG00000120329
HMR_6302	ENSG00000102743 or ENSG00000120329
HMR_6303	ENSG00000120329
HMR_6304	ENSG00000120329
HMR_6305	ENSG00000120329
HMR_6306	ENSG00000120329
HMR_6307	ENSG00000102743 or ENSG00000120329
HMR_6308	ENSG00000102743 or ENSG00000120329
HMR_6309	ENSG00000120329
HMR_6310	ENSG00000120329
HMR_6311	ENSG00000120329
HMR_6312	ENSG00000120329
HMR_6313	ENSG00000102743 or ENSG00000120329
HMR_6314	ENSG00000102743 or ENSG00000120329
HMR_6315	ENSG00000120329
HMR_6316	ENSG00000120329
HMR_6317	ENSG00000102743 or ENSG00000120329
HMR_6318	ENSG00000102743 or ENSG00000120329
HMR_6321	ENSG00000102743 or ENSG00000120329
HMR_6323	ENSG00000102743 or ENSG00000120329
HMR_6324	ENSG00000102743 or ENSG00000120329
HMR_6325	ENSG00000120329
HMR_6326	ENSG00000120329
HMR_6327	ENSG00000102743 or ENSG00000120329
HMR_6328	ENSG00000005022 or ENSG00000151729 or ENSG00000169100
HMR_6330	ENSG00000183048
HMR_6331	ENSG00000183048
HMR_6332	ENSG00000125454
HMR_6333	ENSG00000125454
HMR_6334	ENSG00000125454
HMR_6335	ENSG00000125454
HMR_6336	ENSG00000125454
HMR_6337	ENSG00000125454
HMR_6338	ENSG00000125454
HMR_6339	ENSG00000125454
HMR_6340	ENSG00000125454
HMR_6341	ENSG00000125454
HMR_6342	ENSG00000125454
HMR_6343	ENSG00000125454
HMR_6389	ENSG00000160190
HMR_6391	ENSG00000108528
HMR_6408	
HMR_6431	
HMR_6438	
HMR_6446	
HMR_6454	
HMR_6455	
HMR_6469	
HMR_6481	
HMR_6513	
HMR_6517	
HMR_6521	ENSG00000183048
HMR_6522	ENSG00000183048
HMR_6618	
HMR_6620	
HMR_6781	
HMR_6890	
HMR_6902	
HMR_7638	ENSG00000102078 or ENSG00000109424 or ENSG00000153291 or ENSG00000175564 or ENSG00000175567
HMR_7708	
HMR_7719	ENSG00000112759
HMR_7723	ENSG00000112759
HMR_7757	ENSG00000155368
HMR_7758	ENSG00000155368
HMR_7760	ENSG00000164638
HMR_7769	ENSG00000144741
HMR_7804	ENSG00000125454
HMR_7806	ENSG00000125454
HMR_7808	ENSG00000125454
HMR_7810	ENSG00000125454
HMR_7812	ENSG00000125454
HMR_7814	ENSG00000125454
HMR_7815	ENSG00000125454
HMR_7816	ENSG00000125454
HMR_7818	ENSG00000125454
HMR_7820	ENSG00000125454
HMR_7822	ENSG00000125454
HMR_7824	ENSG00000125454
HMR_7825	ENSG00000125454
HMR_7826	ENSG00000125454
HMR_7827	ENSG00000125454
HMR_7828	ENSG00000125454
HMR_7829	ENSG00000125454
HMR_7830	ENSG00000125454
HMR_7831	ENSG00000125454
HMR_7832	ENSG00000125454
HMR_7833	ENSG00000125454
HMR_7834	ENSG00000125454
HMR_7835	ENSG00000125454
HMR_7836	ENSG00000125454
HMR_7837	ENSG00000125454
HMR_7838	ENSG00000125454
HMR_7839	ENSG00000125454
HMR_7840	ENSG00000125454
HMR_7841	ENSG00000125454
HMR_7842	ENSG00000125454
HMR_7843	ENSG00000125454
HMR_7844	ENSG00000125454
HMR_7845	ENSG00000125454
HMR_7846	ENSG00000125454
HMR_7847	ENSG00000125454
HMR_7848	ENSG00000125454
HMR_7849	ENSG00000125454
HMR_7850	ENSG00000125454
HMR_7851	ENSG00000125454
HMR_7852	ENSG00000125454
HMR_7853	ENSG00000125454
HMR_7854	ENSG00000125454
HMR_7897	
HMR_7899	
HMR_7914	
HMR_7917	
HMR_7923	
HMR_7995	
HMR_7998	
HMR_8000	
HMR_8001	
HMR_8009	
HMR_8089	ENSG00000183044
HMR_8093	
HMR_8099	
HMR_8120	
HMR_8122	
HMR_8124	
HMR_8126	
HMR_8128	
HMR_8356	
HMR_8365	ENSG00000155380
HMR_8411	
HMR_8438	
HMR_8475	ENSG00000112759 or ENSG00000174669
HMR_8505	
HMR_8510	
HMR_8513	ENSG00000155380
HMR_8528	
HMR_8532	
HMR_8562	
HMR_8614	ENSG00000151611
HMR_8627	
HMR_8655	
HMR_8657	
HMR_8680	
HMR_8731	
HMR_8741	ENSG00000183048
HMR_8742	ENSG00000183048
HMR_8745	
HMR_8747	
HMR_8776	
HMR_8785	
HMR_8848	
HMR_8890	
HMR_8891	
HMR_8910	ENSG00000112759
HMR_9174	
HMR_9194	
HMR_9675	
HMR_9676	
HMR_9677	
HMR_9014	
HMR_0707	
HMR_0713	ENSG00000100644
HMR_1104	
HMR_1135	
HMR_1144	
HMR_1172	
HMR_1188	
HMR_1214	
HMR_1242	
HMR_1268	
HMR_1283	
HMR_1286	
HMR_1443	ENSG00000155380
HMR_2067	
HMR_2082	
HMR_2093	
HMR_2104	
HMR_2407	ENSG00000101986
HMR_2509	ENSG00000101986
HMR_2547	
HMR_2575	
HMR_3007	ENSG00000155380
HMR_3008	ENSG00000067829 or ENSG00000067840 or ENSG00000101986 or ENSG00000130821 or ENSG00000130822 or ENSG00000130829 or ENSG00000180879 or ENSG00000184343 or ENSG00000185825 or ENSG00000198753 or ENSG00000198910
HMR_3011	ENSG00000067829 or ENSG00000067840 or ENSG00000101986 or ENSG00000130821 or ENSG00000130822 or ENSG00000130829 or ENSG00000180879 or ENSG00000184343 or ENSG00000185825 or ENSG00000198753 or ENSG00000198910
HMR_3013	ENSG00000067829 or ENSG00000067840 or ENSG00000101986 or ENSG00000130821 or ENSG00000130822 or ENSG00000130829 or ENSG00000180879 or ENSG00000184343 or ENSG00000185825 or ENSG00000198753 or ENSG00000198910
HMR_3014	ENSG00000067829 or ENSG00000067840 or ENSG00000101986 or ENSG00000130821 or ENSG00000130822 or ENSG00000130829 or ENSG00000180879 or ENSG00000184343 or ENSG00000185825 or ENSG00000198753 or ENSG00000198910
HMR_3017	ENSG00000067829 or ENSG00000067840 or ENSG00000101986 or ENSG00000130821 or ENSG00000130822 or ENSG00000130829 or ENSG00000180879 or ENSG00000184343 or ENSG00000185825 or ENSG00000198753 or ENSG00000198910
HMR_3018	ENSG00000101986
HMR_3019	ENSG00000101986
HMR_3020	ENSG00000101986
HMR_3021	ENSG00000101986
HMR_3022	ENSG00000101986
HMR_3023	ENSG00000101986
HMR_3024	ENSG00000101986
HMR_3025	ENSG00000101986
HMR_3026	ENSG00000197375
HMR_3473	ENSG00000100372
HMR_3848	
HMR_3850	
HMR_3867	
HMR_3947	
HMR_3948	
HMR_4393	
HMR_4468	
HMR_4469	
HMR_4647	
HMR_4790	
HMR_4890	
HMR_4900	
HMR_4908	ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000155085 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678
HMR_4915	
HMR_4924	
HMR_4930	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_4945	
HMR_4986	ENSG00000131389
HMR_5344	
HMR_5346	
HMR_5362	
HMR_5414	
HMR_5452	ENSG00000131389
HMR_5453	
HMR_6928	
HMR_6937	
HMR_6986	
HMR_6987	
HMR_7590	
HMR_7596	
HMR_7640	
HMR_7646	ENSG00000123643
HMR_7705	
HMR_7707	
HMR_7771	
HMR_7775	
HMR_7777	
HMR_7779	
HMR_7782	
HMR_7783	
HMR_7785	
HMR_7788	
HMR_7790	
HMR_7797	
HMR_8016	
HMR_8020	
HMR_8359	
HMR_8414	
HMR_8754	
HMR_8756	
HMR_8860	
HMR_8926	
HMR_9179	
HMR_9181	
HMR_9678	
HMR_9679	
HMR_9680	
HMR_9017	
HMR_0984	
HMR_1089	
HMR_1090	
HMR_1094	
HMR_1095	
HMR_2564	
HMR_2585	ENSG00000073756 or ENSG00000095303
HMR_4274	
HMR_4275	
HMR_4277	
HMR_4535	ENSG00000164414
HMR_4538	
HMR_4893	
HMR_4904	
HMR_4916	
HMR_5422	
HMR_5423	
HMR_5424	
HMR_6617	
HMR_6619	
HMR_7653	
HMR_7664	
HMR_7665	
HMR_7712	
HMR_7763	
HMR_7764	
HMR_7765	
HMR_7767	
HMR_7773	
HMR_7786	
HMR_7792	
HMR_7795	
HMR_7796	(ENSG00000030066 and ENSG00000069248 and ENSG00000075188 and ENSG00000110713 and ENSG00000111581 and ENSG00000120253 and ENSG00000125450) or ENSG00000093000 or ENSG00000095319 or ENSG00000102900 or ENSG00000108559 or ENSG00000113569 or ENSG00000124789 or ENSG00000126883 or ENSG00000132182 or ENSG00000136243 or ENSG00000138750 or ENSG00000139496 or ENSG00000143552 or ENSG00000153201 or ENSG00000155561 or ENSG00000163002 or ENSG00000198088 or ENSG00000213024 or ENSG00000275183
HMR_7855	
HMR_7856	
HMR_7857	
HMR_7858	
HMR_7859	
HMR_7860	
HMR_7861	
HMR_7862	
HMR_7877	
HMR_8024	
HMR_8028	
HMR_8082	
HMR_8361	
HMR_8363	
HMR_8412	
HMR_8447	
HMR_8476	ENSG00000112759 or ENSG00000174669
HMR_8639	ENSG00000030066 and ENSG00000047410 and ENSG00000058804 and ENSG00000069248 and ENSG00000075188 and ENSG00000085415 and ENSG00000093000 and ENSG00000094914 and ENSG00000095319 and ENSG00000101146 and ENSG00000102900 and ENSG00000108559 and ENSG00000110713 and ENSG00000111581 and ENSG00000113569 and ENSG00000119392 and ENSG00000120253 and ENSG00000124789 and ENSG00000125450 and ENSG00000126883 and ENSG00000132182 and ENSG00000136243 and ENSG00000138750 and ENSG00000139496 and ENSG00000153201 and ENSG00000153207 and ENSG00000155561 and ENSG00000157020 and ENSG00000157349 and ENSG00000163002 and ENSG00000196313 and ENSG00000213024
HMR_8789	
HMR_8828	
HMR_8837	
HMR_8838	
HMR_8839	
HMR_8840	
HMR_8841	
HMR_8842	
HMR_8843	
HMR_8844	
HMR_8845	
HMR_8862	
HMR_8868	
HMR_8871	
HMR_8894	
HMR_8909	
HMR_8918	
HMR_9673	
HMR_9674	
HMR_8638	
HMR_8642	
HMR_4314	ENSG00000095139 or ENSG00000105669 or ENSG00000122218 or ENSG00000129083 or ENSG00000158623 or ENSG00000181789 or ENSG00000184432
HMR_9016	
HMR_9018	
HMR_0769	
HMR_0791	
HMR_0796	
HMR_0798	
HMR_0802	
HMR_0831	
HMR_0913	
HMR_0929	
HMR_1917	ENSG00000115677 or ENSG00000141458
HMR_2040	
HMR_2087	
HMR_2090	
HMR_2101	
HMR_3987	
HMR_4887	
HMR_4903	
HMR_4907	ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000155085 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678
HMR_4962	
HMR_5047	ENSG00000125454
HMR_5048	ENSG00000123643
HMR_5049	ENSG00000123643
HMR_5050	ENSG00000123643
HMR_5051	ENSG00000123643
HMR_5052	ENSG00000123643
HMR_5053	ENSG00000123643
HMR_5054	ENSG00000123643
HMR_5055	ENSG00000123643
HMR_5056	ENSG00000123643
HMR_5057	ENSG00000123643
HMR_5058	ENSG00000123643
HMR_5059	ENSG00000123643
HMR_5060	ENSG00000123643
HMR_5061	ENSG00000123643
HMR_5062	ENSG00000104044 or ENSG00000123643
HMR_5063	ENSG00000123643
HMR_5064	ENSG00000123643
HMR_5065	ENSG00000123643
HMR_5066	ENSG00000123643
HMR_5067	ENSG00000123643
HMR_5197	
HMR_5199	
HMR_5201	
HMR_5204	
HMR_5212	
HMR_5214	
HMR_5217	
HMR_5218	
HMR_5220	
HMR_5224	
HMR_5226	
HMR_5228	
HMR_5230	
HMR_7196	ENSG00000119899
HMR_7199	
HMR_7224	
HMR_7252	
HMR_7283	
HMR_7374	
HMR_7430	
HMR_7454	
HMR_7470	
HMR_7483	
HMR_7500	
HMR_7512	
HMR_7524	
HMR_7540	
HMR_7556	
HMR_7570	
HMR_7581	
HMR_7584	
HMR_7710	ENSG00000198246
HMR_7711	
HMR_7714	ENSG00000198246
HMR_7715	
HMR_7718	ENSG00000198246
HMR_7720	
HMR_7722	ENSG00000198246
HMR_7724	
HMR_7726	ENSG00000198246
HMR_7727	
HMR_7729	ENSG00000198246
HMR_7730	
HMR_7732	
HMR_7762	
HMR_7770	
HMR_7799	ENSG00000033627 or ENSG00000047249 or ENSG00000071553 or ENSG00000105929 or ENSG00000110719 or ENSG00000117410 or ENSG00000147614 or ENSG00000159720 or ENSG00000185344 or ENSG00000185883
HMR_7907	
HMR_7915	
HMR_7918	
HMR_7924	
HMR_7927	
HMR_8118	
HMR_8119	
HMR_8121	
HMR_8123	
HMR_8125	
HMR_8127	
HMR_8131	
HMR_8134	
HMR_8196	
HMR_8200	
HMR_8202	
HMR_8203	
HMR_8208	
HMR_8216	
HMR_8244	
HMR_8355	ENSG00000123643
HMR_8370	
HMR_8490	
HMR_8491	
HMR_8492	
HMR_8531	
HMR_8588	
HMR_8590	
HMR_8688	ENSG00000123643
HMR_8753	
HMR_8763	
HMR_8765	
HMR_8858	
HMR_8875	
HMR_8885	
HMR_8887	ENSG00000119899
HMR_8908	ENSG00000119899
HMR_8928	ENSG00000123643
HMR_9672	
HMR_0612	
HMR_3597	
HMR_4961	
HMR_5045	
HMR_5248	
HMR_5249	
HMR_5250	
HMR_5251	
HMR_5252	
HMR_5253	
HMR_5255	
HMR_7198	
HMR_7284	
HMR_9738	
HMR_9739	
HMR_9740	
HMR_9741	
HMR_9742	
HMR_9743	
HMR_9744	
HMR_9745	
HMR_9746	
HMR_9747	
HMR_9748	
HMR_9749	
HMR_9750	
HMR_9751	
HMR_9752	
HMR_9753	
HMR_9754	
HMR_9755	
HMR_9756	
HMR_9757	
HMR_9758	
HMR_9759	
HMR_9760	
HMR_9761	
HMR_9762	
HMR_9763	
HMR_9764	
HMR_9765	
HMR_9766	
HMR_9767	
HMR_9768	
HMR_9769	
HMR_9770	
HMR_9771	
HMR_9772	
HMR_9773	
HMR_9774	
HMR_9775	
HMR_9776	
HMR_9777	
HMR_9778	
HMR_9779	
HMR_9780	
HMR_9781	
HMR_9782	
HMR_9783	
HMR_9784	
HMR_9785	
HMR_9786	
HMR_9787	
HMR_9788	
HMR_9789	
HMR_9790	
HMR_9791	
HMR_9792	
HMR_9793	ENSG00000083807
HMR_9794	
HMR_9795	
HMR_9796	
HMR_0652	
HMR_0717	
HMR_0731	ENSG00000113163
HMR_0732	
HMR_0734	
HMR_0917	
HMR_0918	ENSG00000117620 or ENSG00000130958 or ENSG00000205060 or ENSG00000285269
HMR_1916	ENSG00000115677 or ENSG00000141458
HMR_4125	ENSG00000205060
HMR_4892	
HMR_4902	
HMR_4955	
HMR_6577	
HMR_6578	ENSG00000095139 or ENSG00000105669 or ENSG00000122218 or ENSG00000129083 or ENSG00000158623 or ENSG00000181789 or ENSG00000184432
HMR_7201	
HMR_7204	
HMR_7331	
HMR_7431	
HMR_7433	ENSG00000102100
HMR_7434	ENSG00000130958 or ENSG00000285269
HMR_7435	
HMR_7437	
HMR_7675	ENSG00000117394
HMR_7693	ENSG00000164414
HMR_7694	ENSG00000065923 or ENSG00000197818
HMR_7695	ENSG00000065923 or ENSG00000197818
HMR_7733	ENSG00000181830
HMR_7740	ENSG00000157593
HMR_7743	ENSG00000025800 or ENSG00000130227 or ENSG00000169180
HMR_7759	ENSG00000107819
HMR_7761	ENSG00000164638
HMR_7793	
HMR_8084	
HMR_8086	
HMR_8145	
HMR_8146	ENSG00000113163
HMR_8153	
HMR_8157	
HMR_8160	
HMR_8163	
HMR_8193	
HMR_8195	
HMR_8199	
HMR_8205	
HMR_8207	
HMR_8213	
HMR_8215	
HMR_8222	
HMR_8230	
HMR_8232	
HMR_8241	
HMR_8243	
HMR_8252	
HMR_8259	
HMR_8265	
HMR_8269	
HMR_8272	
HMR_8282	
HMR_8289	
HMR_8296	
HMR_8299	
HMR_8303	
HMR_8310	
HMR_8312	
HMR_8314	
HMR_8320	
HMR_8323	
HMR_8328	
HMR_8335	
HMR_8338	
HMR_8496	ENSG00000152779 or ENSG00000165449 or ENSG00000174327
HMR_8524	
HMR_8527	
HMR_8661	ENSG00000165029
HMR_8673	
HMR_8793	
HMR_8834	
HMR_8856	
HMR_8857	ENSG00000117620 or ENSG00000130958 or ENSG00000205060 or ENSG00000285269
HMR_8874	
HMR_8880	
HMR_8882	
HMR_8895	
HMR_8897	
HMR_8900	
HMR_8902	
HMR_8904	
HMR_8920	
HMR_9199	ENSG00000152683 or ENSG00000162695
HMR_9664	
HMR_9665	
HMR_9666	
HMR_9667	
HMR_9668	
HMR_9669	
HMR_9670	
HMR_9671	
HMR_7182	
HMR_7330	
HMR_7432	
HMR_4313	ENSG00000095139 or ENSG00000105669 or ENSG00000122218 or ENSG00000129083 or ENSG00000158623 or ENSG00000181789 or ENSG00000184432
HMR_7307	
HMR_1809	
HMR_0020	
HMR_0461	ENSG00000141179
HMR_0462	
HMR_0464	
HMR_0466	
HMR_0467	
HMR_0664	ENSG00000134780 or ENSG00000164535
HMR_0730	ENSG00000101558 or ENSG00000113163 or ENSG00000124164 or ENSG00000133275 or ENSG00000163590 or ENSG00000184304
HMR_0768	ENSG00000113163
HMR_0771	
HMR_0966	
HMR_1035	
HMR_1143	
HMR_1189	
HMR_1240	
HMR_1252	
HMR_1269	
HMR_1306	
HMR_1309	
HMR_1311	
HMR_1316	
HMR_1331	
HMR_1392	ENSG00000073756 or ENSG00000095303
HMR_1530	
HMR_1672	
HMR_1937	
HMR_1998	
HMR_2039	
HMR_2066	
HMR_2081	
HMR_2092	
HMR_2103	
HMR_2554	
HMR_2569	
HMR_2777	ENSG00000197375
HMR_3953	
HMR_4123	
HMR_4126	
HMR_4765	
HMR_4846	
HMR_4856	ENSG00000105220 or ENSG00000137700
HMR_4860	
HMR_4876	
HMR_4877	
HMR_4878	
HMR_4879	
HMR_4880	ENSG00000116704
HMR_4881	ENSG00000130958 or ENSG00000285269
HMR_4883	
HMR_4894	
HMR_4906	ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000155085 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678
HMR_4913	
HMR_4917	
HMR_4941	
HMR_4942	ENSG00000173638
HMR_4960	
HMR_5004	ENSG00000047457
HMR_5012	
HMR_5027	ENSG00000117394
HMR_5203	
HMR_5205	
HMR_5207	
HMR_5209	
HMR_5210	
HMR_5211	
HMR_5245	
HMR_5342	ENSG00000104888 or ENSG00000124564
HMR_5347	
HMR_5354	
HMR_6385	ENSG00000102100
HMR_6386	ENSG00000137700
HMR_6387	
HMR_6388	
HMR_6425	
HMR_6430	
HMR_6440	
HMR_6445	
HMR_6463	
HMR_6468	
HMR_6475	
HMR_6480	
HMR_6629	
HMR_6797	
HMR_6990	
HMR_7257	
HMR_7262	
HMR_7272	
HMR_7273	
HMR_7649	ENSG00000084453 or ENSG00000101187 or ENSG00000111700 or ENSG00000134538 or ENSG00000139155
HMR_7766	
HMR_7768	
HMR_7772	
HMR_7776	
HMR_7778	
HMR_7780	
HMR_7784	
HMR_7789	
HMR_7791	
HMR_7929	
HMR_7933	
HMR_7944	
HMR_7947	
HMR_7949	
HMR_7953	
HMR_7956	
HMR_7960	
HMR_7963	
HMR_7966	
HMR_7969	
HMR_7981	
HMR_7983	
HMR_7985	
HMR_7988	
HMR_7989	
HMR_8030	
HMR_8058	
HMR_8060	
HMR_8234	
HMR_8236	
HMR_8239	
HMR_8347	
HMR_8350	
HMR_8351	
HMR_8358	
HMR_8369	ENSG00000116704
HMR_8382	
HMR_8526	
HMR_8553	
HMR_8594	
HMR_8651	
HMR_8681	
HMR_8715	
HMR_8716	
HMR_8719	
HMR_8722	
HMR_8737	
HMR_8851	
HMR_8855	
HMR_8859	
HMR_8886	
HMR_8888	
HMR_8906	
HMR_8914	
HMR_8915	
HMR_8919	
HMR_8921	
HMR_9177	
HMR_9200	ENSG00000112473
HMR_9625	
HMR_9626	
HMR_9627	
HMR_9628	
HMR_9629	
HMR_9630	
HMR_9631	
HMR_9632	
HMR_9633	
HMR_9634	
HMR_9716	
HMR_9724	
HMR_9732	
HMR_7108	
HMR_7110	
HMR_7112	
HMR_7114	
HMR_7116	
HMR_7118	
HMR_7120	
HMR_7122	
HMR_7124	
HMR_7126	
HMR_9023	
HMR_9024	
HMR_9032	
HMR_9808	
HMR_9809	
HMR_9810	
HMR_9811	
HMR_9812	
HMR_9813	
HMR_9814	
HMR_9815	
HMR_9816	
HMR_9033	
HMR_9034	
HMR_9035	
HMR_9036	
HMR_9037	
HMR_9038	
HMR_9039	
HMR_9040	
HMR_9041	
HMR_9042	
HMR_9043	
HMR_9044	
HMR_9045	
HMR_9046	
HMR_9047	
HMR_9048	
HMR_9049	
HMR_9050	
HMR_9051	
HMR_9052	
HMR_9053	
HMR_9054	
HMR_9055	
HMR_9056	
HMR_9058	
HMR_9061	
HMR_9062	
HMR_9063	
HMR_9064	
HMR_9065	
HMR_9066	
HMR_9067	
HMR_9068	
HMR_9069	
HMR_9070	
HMR_9071	
HMR_9072	
HMR_9073	
HMR_9074	
HMR_9075	
HMR_9076	
HMR_9077	
HMR_9078	
HMR_9079	
HMR_9080	
HMR_9081	
HMR_9082	
HMR_9083	
HMR_9084	
HMR_9085	
HMR_9086	
HMR_9087	
HMR_9088	
HMR_9089	
HMR_9090	
HMR_9091	
HMR_9092	
HMR_9093	
HMR_9094	
HMR_9095	
HMR_9096	
HMR_9097	
HMR_9098	
HMR_9099	
HMR_9100	
HMR_9101	
HMR_9102	
HMR_9103	
HMR_9104	
HMR_9105	
HMR_9106	
HMR_9107	
HMR_9108	
HMR_9109	
HMR_9110	
HMR_9111	
HMR_9113	
HMR_9114	
HMR_9115	
HMR_9116	
HMR_9117	
HMR_9118	
HMR_9119	
HMR_9120	
HMR_9121	
HMR_9122	
HMR_9123	
HMR_9124	
HMR_9125	
HMR_9126	
HMR_9127	
HMR_9128	
HMR_9129	
HMR_9130	
HMR_9131	
HMR_9132	
HMR_9133	
HMR_9134	
HMR_9135	
HMR_9136	
HMR_9137	
HMR_9138	
HMR_9139	
HMR_9140	
HMR_9141	
HMR_9142	
HMR_9143	
HMR_9144	
HMR_9145	
HMR_9146	
HMR_9147	
HMR_9148	
HMR_9149	
HMR_9150	
HMR_9151	
HMR_9152	
HMR_9153	
HMR_9154	
HMR_9155	
HMR_9156	
HMR_9157	
HMR_9158	
HMR_9159	
HMR_9160	
HMR_9161	
HMR_9162	
HMR_9163	
HMR_9164	
HMR_9165	
HMR_9166	
HMR_9167	
HMR_9168	
HMR_9169	
HMR_9171	
HMR_9172	
HMR_9201	
HMR_9202	
HMR_9203	
HMR_9204	
HMR_9205	
HMR_9206	
HMR_9207	
HMR_9208	
HMR_9209	
HMR_9210	
HMR_9211	
HMR_9212	
HMR_9213	
